Client_ID	Покупатель	Contractor_name
CL_5771	"ПАО ""Земля"" ИНН 60567776014"	"ПАО ""Земля"" ИНН 60567776014 ЮРЛИЦО №1"
CL_5771	"ПАО ""Земля"" ИНН 60567776014"	"ПАО ""Земля"" ИНН 60567776014 ЮРЛИЦО №5"
CL_5781	"АО ""Твердая сказка"" ИНН 80173745192"	"АО ""Твердая сказка"" ИНН 80173745192 ЮРЛИЦО №1"
CL_5791	"ООО ""Квартира"" ИНН 98680748961"	"ООО ""Квартира"" ИНН 98680748961 ЮРЛИЦО №1"
CL_5801	"ООО ""Полный голос"" ИНН 23340718208"	"ООО ""Полный голос"" ИНН 23340718208 ЮРЛИЦО №1"
CL_581	"ООО ""Список"" ИНН 62958238687"	"ООО ""Список"" ИНН 62958238687 ЮРЛИЦО №1"
CL_5811	"ООО ""Всемерный совет"" ИНН 67665796865"	"ООО ""Всемерный совет"" ИНН 67665796865 ЮРЛИЦО №1"
CL_5821	"ООО ""Триумфальное море"" ИНН 15833808608"	"ООО ""Триумфальное море"" ИНН 15833808608 ЮРЛИЦО №1"
CL_5831	"ООО ""Литература"" ИНН 47040740782"	"ООО ""Литература"" ИНН 47040740782 ЮРЛИЦО №1"
CL_5841	"ООО ""Век"" ИНН 67025521161"	"ООО ""Век"" ИНН 67025521161 ЮРЛИЦО №1"
CL_5841	"ООО ""Век"" ИНН 67025521161"	"ООО ""Век"" ИНН 67025521161 ЮРЛИЦО №4"
CL_5851	"ООО ""Коридор"" ИНН 4419964853"	"ООО ""Коридор"" ИНН 4419964853 ЮРЛИЦО №1"
CL_5861	"ООО ""Фонд"" ИНН 16815423152"	"ООО ""Фонд"" ИНН 16815423152 ЮРЛИЦО №1"
CL_5871	"ООО ""Смысл"" ИНН 54691774092"	"ООО ""Смысл"" ИНН 54691774092 ЮРЛИЦО №1"
CL_5881	"ООО ""Птица"" ИНН 1910914433"	"ООО ""Птица"" ИНН 1910914433 ЮРЛИЦО №1"
CL_5891	"ООО ""Ювелирный ход"" ИНН 76954133149"	"ООО ""Ювелирный ход"" ИНН 76954133149 ЮРЛИЦО №1"
CL_5891	"ООО ""Ювелирный ход"" ИНН 76954133149"	"ООО ""Ювелирный ход"" ИНН 76954133149 ЮРЛИЦО №2"
CL_5901	"ООО ""Отменная задача"" ИНН 18365324930"	"ООО ""Отменная задача"" ИНН 18365324930 ЮРЛИЦО №1"
CL_591	"ООО ""Дом"" ИНН 86266100708"	"ООО ""Дом"" ИНН 86266100708 ЮРЛИЦО №1"
CL_591	"ООО ""Дом"" ИНН 86266100708"	"ООО ""Дом"" ИНН 86266100708 ЮРЛИЦО №5"
CL_5911	"ООО ""Бесповоротное состояние"" ИНН 23492080706"	"ООО ""Бесповоротное состояние"" ИНН 23492080706 ЮРЛИЦО №1"
CL_5921	"ООО ""Слово"" ИНН 96475591648"	"ООО ""Слово"" ИНН 96475591648 ЮРЛИЦО №1"
CL_5931	"ООО ""Непревзойденная безопасность"" ИНН 38187084524"	"ООО ""Непревзойденная безопасность"" ИНН 38187084524 ЮРЛИЦО №1"
CL_5931	"ООО ""Непревзойденная безопасность"" ИНН 38187084524"	"ООО ""Непревзойденная безопасность"" ИНН 38187084524 ЮРЛИЦО №3"
CL_5941	"АО ""Традиция"" ИНН 23831803370"	"АО ""Традиция"" ИНН 23831803370 ЮРЛИЦО №1"
CL_5941	"АО ""Традиция"" ИНН 23831803370"	"АО ""Традиция"" ИНН 23831803370 ЮРЛИЦО №2"
CL_5951	"ООО ""Рост"" ИНН 31771005808"	"ООО ""Рост"" ИНН 31771005808 ЮРЛИЦО №1"
CL_5951	"ООО ""Рост"" ИНН 31771005808"	"ООО ""Рост"" ИНН 31771005808 ЮРЛИЦО №2"
CL_5961	"АО ""Кабинет"" ИНН 60443850086"	"АО ""Кабинет"" ИНН 60443850086 ЮРЛИЦО №1"
CL_5971	"ООО ""Игра"" ИНН 10608117060"	"ООО ""Игра"" ИНН 10608117060 ЮРЛИЦО №1"
CL_5981	"ООО ""Железная вода"" ИНН 59355305346"	"ООО ""Железная вода"" ИНН 59355305346 ЮРЛИЦО №1"
CL_5991	"ООО ""Деятельность"" ИНН 77543119358"	"ООО ""Деятельность"" ИНН 77543119358 ЮРЛИЦО №1"
CL_5991	"ООО ""Деятельность"" ИНН 77543119358"	"ООО ""Деятельность"" ИНН 77543119358 ЮРЛИЦО №2"
CL_6001	"АО ""Жгучая улица"" ИНН 25168302045"	"АО ""Жгучая улица"" ИНН 25168302045 ЮРЛИЦО №1"
CL_601	"ООО ""Филигранная культура"" ИНН 74018508615"	"ООО ""Филигранная культура"" ИНН 74018508615 ЮРЛИЦО №1"
CL_6011	"ООО ""Щедрая линия"" ИНН 31583339169"	"ООО ""Щедрая линия"" ИНН 31583339169 ЮРЛИЦО №1"
CL_6021	"ООО ""Зима"" ИНН 29603295577"	"ООО ""Зима"" ИНН 29603295577 ЮРЛИЦО №1"
CL_6031	"ПАО ""Бурный остров"" ИНН 92955395274"	"ПАО ""Бурный остров"" ИНН 92955395274 ЮРЛИЦО №1"
CL_6031	"ПАО ""Бурный остров"" ИНН 92955395274"	"ПАО ""Бурный остров"" ИНН 92955395274 ЮРЛИЦО №2"
CL_6041	"АО ""Эпоха"" ИНН 39305895386"	"АО ""Эпоха"" ИНН 39305895386 ЮРЛИЦО №1"
CL_6051	"ООО ""Пламенное дело"" ИНН 1232474218"	"ООО ""Пламенное дело"" ИНН 1232474218 ЮРЛИЦО №1"
CL_6061	"АО ""Жизненный набор"" ИНН 45416891563"	"АО ""Жизненный набор"" ИНН 45416891563 ЮРЛИЦО №1"
CL_6071	"ООО ""Проблема"" ИНН 9299300510"	"ООО ""Проблема"" ИНН 9299300510 ЮРЛИЦО №1"
CL_6081	"ООО ""Безбрежный конец"" ИНН 75838048724"	"ООО ""Безбрежный конец"" ИНН 75838048724 ЮРЛИЦО №1"
CL_6091	"ПАО ""Запредельное министерство"" ИНН 91485951059"	"ПАО ""Запредельное министерство"" ИНН 91485951059 ЮРЛИЦО №1"
CL_6091	"ПАО ""Запредельное министерство"" ИНН 91485951059"	"ПАО ""Запредельное министерство"" ИНН 91485951059 ЮРЛИЦО №4"
CL_61	"ООО ""Факт"" ИНН 54455229522"	"ООО ""Факт"" ИНН 54455229522 ЮРЛИЦО №1"
CL_6101	"ООО ""Технология"" ИНН 66161536562"	"ООО ""Технология"" ИНН 66161536562 ЮРЛИЦО №1"
CL_611	"АО ""Максимальная операция"" ИНН 88419596575"	"АО ""Максимальная операция"" ИНН 88419596575 ЮРЛИЦО №1"
CL_611	"АО ""Максимальная операция"" ИНН 88419596575"	"АО ""Максимальная операция"" ИНН 88419596575 ЮРЛИЦО №4"
CL_6111	"ООО ""Изумительная машина"" ИНН 21996350595"	"ООО ""Изумительная машина"" ИНН 21996350595 ЮРЛИЦО №1"
CL_6121	"АО ""Безграничная сумка"" ИНН 62841879214"	"АО ""Безграничная сумка"" ИНН 62841879214 ЮРЛИЦО №1"
CL_6121	"АО ""Безграничная сумка"" ИНН 62841879214"	"АО ""Безграничная сумка"" ИНН 62841879214 ЮРЛИЦО №3"
CL_6131	"ООО ""Беседа"" ИНН 24786631251"	"ООО ""Беседа"" ИНН 24786631251 ЮРЛИЦО №1"
CL_6131	"ООО ""Беседа"" ИНН 24786631251"	"ООО ""Беседа"" ИНН 24786631251 ЮРЛИЦО №3"
CL_6141	"ООО ""Команда"" ИНН 52028184537"	"ООО ""Команда"" ИНН 52028184537 ЮРЛИЦО №1"
CL_6141	"ООО ""Команда"" ИНН 52028184537"	"ООО ""Команда"" ИНН 52028184537 ЮРЛИЦО №2"
CL_6151	"ПАО ""Слава"" ИНН 41560627598"	"ПАО ""Слава"" ИНН 41560627598 ЮРЛИЦО №1"
CL_6161	"ООО ""Ювелирное лицо"" ИНН 99527403994"	"ООО ""Ювелирное лицо"" ИНН 99527403994 ЮРЛИЦО №1"
CL_6171	"ООО ""Активный голос"" ИНН 26378008831"	"ООО ""Активный голос"" ИНН 26378008831 ЮРЛИЦО №1"
CL_6181	"ООО ""Стопроцентное основание"" ИНН 9218954985"	"ООО ""Стопроцентное основание"" ИНН 9218954985 ЮРЛИЦО №1"
CL_6191	"ООО ""Ход"" ИНН 12988939111"	"ООО ""Ход"" ИНН 12988939111 ЮРЛИЦО №1"
CL_6201	"ООО ""Титаническая республика"" ИНН 98751677536"	"ООО ""Титаническая республика"" ИНН 98751677536 ЮРЛИЦО №1"
CL_6201	"ООО ""Титаническая республика"" ИНН 98751677536"	"ООО ""Титаническая республика"" ИНН 98751677536 ЮРЛИЦО №3"
CL_621	"АО ""Крутой театр"" ИНН 35693769721"	"АО ""Крутой театр"" ИНН 35693769721 ЮРЛИЦО №1"
CL_6211	"ООО ""Невероятная глава"" ИНН 11603897457"	"ООО ""Невероятная глава"" ИНН 11603897457 ЮРЛИЦО №1"
CL_6221	"ООО ""Культура"" ИНН 39075806645"	"ООО ""Культура"" ИНН 39075806645 ЮРЛИЦО №1"
CL_6231	"ООО ""Безупречная труба"" ИНН 53921982061"	"ООО ""Безупречная труба"" ИНН 53921982061 ЮРЛИЦО №1"
CL_6241	"ООО ""Сцена"" ИНН 16744512707"	"ООО ""Сцена"" ИНН 16744512707 ЮРЛИЦО №1"
CL_6251	"ООО ""Шаг"" ИНН 69711538236"	"ООО ""Шаг"" ИНН 69711538236 ЮРЛИЦО №1"
CL_6261	"ООО ""Кодекс"" ИНН 10226751776"	"ООО ""Кодекс"" ИНН 10226751776 ЮРЛИЦО №1"
CL_6261	"ООО ""Кодекс"" ИНН 10226751776"	"ООО ""Кодекс"" ИНН 10226751776 ЮРЛИЦО №2"
CL_6271	"АО ""Массовое солнце"" ИНН 58611194529"	"АО ""Массовое солнце"" ИНН 58611194529 ЮРЛИЦО №1"
CL_6271	"АО ""Массовое солнце"" ИНН 58611194529"	"АО ""Массовое солнце"" ИНН 58611194529 ЮРЛИЦО №5"
CL_6281	"ООО ""Адрес"" ИНН 74078319051"	"ООО ""Адрес"" ИНН 74078319051 ЮРЛИЦО №1"
CL_6291	"ПАО ""Исполинская точка"" ИНН 35651320253"	"ПАО ""Исполинская точка"" ИНН 35651320253 ЮРЛИЦО №1"
CL_6301	"ООО ""Максимальный документ"" ИНН 52145851053"	"ООО ""Максимальный документ"" ИНН 52145851053 ЮРЛИЦО №1"
CL_631	"ООО ""Открытый вариант"" ИНН 78336050711"	"ООО ""Открытый вариант"" ИНН 78336050711 ЮРЛИЦО №1"
CL_631	"ООО ""Открытый вариант"" ИНН 78336050711"	"ООО ""Открытый вариант"" ИНН 78336050711 ЮРЛИЦО №2"
CL_6311	"ООО ""Дивная зона"" ИНН 25006936038"	"ООО ""Дивная зона"" ИНН 25006936038 ЮРЛИЦО №1"
CL_6321	"ООО ""Результат"" ИНН 55070540665"	"ООО ""Результат"" ИНН 55070540665 ЮРЛИЦО №1"
CL_6331	"ООО ""Этаж"" ИНН 3622352498"	"ООО ""Этаж"" ИНН 3622352498 ЮРЛИЦО №1"
CL_6331	"ООО ""Этаж"" ИНН 3622352498"	"ООО ""Этаж"" ИНН 3622352498 ЮРЛИЦО №4"
CL_6341	"ООО ""Музыка"" ИНН 9495889344"	"ООО ""Музыка"" ИНН 9495889344 ЮРЛИЦО №1"
CL_6351	"ООО ""Потрясающая функция"" ИНН 9042234699"	"ООО ""Потрясающая функция"" ИНН 9042234699 ЮРЛИЦО №1"
CL_6361	"ООО ""Невообразимая мера"" ИНН 72763658963"	"ООО ""Невообразимая мера"" ИНН 72763658963 ЮРЛИЦО №1"
CL_6361	"ООО ""Невообразимая мера"" ИНН 72763658963"	"ООО ""Невообразимая мера"" ИНН 72763658963 ЮРЛИЦО №3"
CL_6371	"ООО ""Внушительный кабинет"" ИНН 21102960594"	"ООО ""Внушительный кабинет"" ИНН 21102960594 ЮРЛИЦО №1"
CL_6381	"ООО ""Жизненный ключ"" ИНН 47677418048"	"ООО ""Жизненный ключ"" ИНН 47677418048 ЮРЛИЦО №1"
CL_6391	"АО ""Бездонное счастье"" ИНН 92807947544"	"АО ""Бездонное счастье"" ИНН 92807947544 ЮРЛИЦО №1"
CL_6391	"АО ""Бездонное счастье"" ИНН 92807947544"	"АО ""Бездонное счастье"" ИНН 92807947544 ЮРЛИЦО №5"
CL_6401	"ООО ""Восторженный смысл"" ИНН 80619462285"	"ООО ""Восторженный смысл"" ИНН 80619462285 ЮРЛИЦО №1"
CL_6401	"ООО ""Восторженный смысл"" ИНН 80619462285"	"ООО ""Восторженный смысл"" ИНН 80619462285 ЮРЛИЦО №3"
CL_6401	"ООО ""Восторженный смысл"" ИНН 80619462285"	"ООО ""Восторженный смысл"" ИНН 80619462285 ЮРЛИЦО №5"
CL_641	"ООО ""Среда"" ИНН 75677220644"	"ООО ""Среда"" ИНН 75677220644 ЮРЛИЦО №1"
CL_6411	"ООО ""Точка"" ИНН 75268807995"	"ООО ""Точка"" ИНН 75268807995 ЮРЛИЦО №1"
CL_6421	"ПАО ""Хороший институт"" ИНН 70214140296"	"ПАО ""Хороший институт"" ИНН 70214140296 ЮРЛИЦО №1"
CL_6431	"ООО ""Уважительный объем"" ИНН 57890097516"	"ООО ""Уважительный объем"" ИНН 57890097516 ЮРЛИЦО №1"
CL_6441	"АО ""Райское средство"" ИНН 99388991105"	"АО ""Райское средство"" ИНН 99388991105 ЮРЛИЦО №1"
CL_6451	"ООО ""Строительство"" ИНН 48106206100"	"ООО ""Строительство"" ИНН 48106206100 ЮРЛИЦО №1"
CL_6461	"ООО ""Безраздельное окно"" ИНН 99104956882"	"ООО ""Безраздельное окно"" ИНН 99104956882 ЮРЛИЦО №1"
CL_6471	"ООО ""Титаническое зрение"" ИНН 71999692184"	"ООО ""Титаническое зрение"" ИНН 71999692184 ЮРЛИЦО №1"
CL_6471	"ООО ""Титаническое зрение"" ИНН 71999692184"	"ООО ""Титаническое зрение"" ИНН 71999692184 ЮРЛИЦО №4"
CL_6481	"ООО ""Успех"" ИНН 28191514537"	"ООО ""Успех"" ИНН 28191514537 ЮРЛИЦО №1"
CL_6481	"ООО ""Успех"" ИНН 28191514537"	"ООО ""Успех"" ИНН 28191514537 ЮРЛИЦО №2"
CL_6491	"ООО ""Запредельный этаж"" ИНН 11368317431"	"ООО ""Запредельный этаж"" ИНН 11368317431 ЮРЛИЦО №1"
CL_6501	"ООО ""Требование"" ИНН 798391462"	"ООО ""Требование"" ИНН 798391462 ЮРЛИЦО №1"
CL_651	"ПАО ""Качество"" ИНН 92505788493"	"ПАО ""Качество"" ИНН 92505788493 ЮРЛИЦО №1"
CL_6511	"ООО ""Громадная стена"" ИНН 94318048051"	"ООО ""Громадная стена"" ИНН 94318048051 ЮРЛИЦО №1"
CL_6511	"ООО ""Громадная стена"" ИНН 94318048051"	"ООО ""Громадная стена"" ИНН 94318048051 ЮРЛИЦО №5"
CL_6521	"ООО ""Отдел"" ИНН 99764633695"	"ООО ""Отдел"" ИНН 99764633695 ЮРЛИЦО №1"
CL_6521	"ООО ""Отдел"" ИНН 99764633695"	"ООО ""Отдел"" ИНН 99764633695 ЮРЛИЦО №3"
CL_6521	"ООО ""Отдел"" ИНН 99764633695"	"ООО ""Отдел"" ИНН 99764633695 ЮРЛИЦО №5"
CL_6531	"ООО ""Отборное зрение"" ИНН 17539356325"	"ООО ""Отборное зрение"" ИНН 17539356325 ЮРЛИЦО №1"
CL_6541	"ООО ""Железная технология"" ИНН 91772922383"	"ООО ""Железная технология"" ИНН 91772922383 ЮРЛИЦО №1"
CL_6551	"ООО ""Площадь"" ИНН 46270404409"	"ООО ""Площадь"" ИНН 46270404409 ЮРЛИЦО №1"
CL_6561	"ООО ""Роль"" ИНН 94022300738"	"ООО ""Роль"" ИНН 94022300738 ЮРЛИЦО №1"
CL_6561	"ООО ""Роль"" ИНН 94022300738"	"ООО ""Роль"" ИНН 94022300738 ЮРЛИЦО №2"
CL_6571	"ООО ""Глубокий воздух"" ИНН 21649819322"	"ООО ""Глубокий воздух"" ИНН 21649819322 ЮРЛИЦО №1"
CL_6581	"ООО ""Судьба"" ИНН 99362127816"	"ООО ""Судьба"" ИНН 99362127816 ЮРЛИЦО №1"
CL_6591	"ООО ""Мировая страница"" ИНН 30992463578"	"ООО ""Мировая страница"" ИНН 30992463578 ЮРЛИЦО №1"
CL_6601	"ООО ""Цена"" ИНН 56748585356"	"ООО ""Цена"" ИНН 56748585356 ЮРЛИЦО №1"
CL_661	"ООО ""Невероятный полет"" ИНН 41030933110"	"ООО ""Невероятный полет"" ИНН 41030933110 ЮРЛИЦО №1"
CL_6611	"ООО ""Уважительное море"" ИНН 3635460319"	"ООО ""Уважительное море"" ИНН 3635460319 ЮРЛИЦО №1"
CL_6621	"АО ""Неистощимая фотография"" ИНН 40847327041"	"АО ""Неистощимая фотография"" ИНН 40847327041 ЮРЛИЦО №1"
CL_6631	"ПАО ""Шанс"" ИНН 95192368782"	"ПАО ""Шанс"" ИНН 95192368782 ЮРЛИЦО №1"
CL_6631	"ПАО ""Шанс"" ИНН 95192368782"	"ПАО ""Шанс"" ИНН 95192368782 ЮРЛИЦО №3"
CL_6641	"ООО ""Массовая улица"" ИНН 54620058584"	"ООО ""Массовая улица"" ИНН 54620058584 ЮРЛИЦО №1"
CL_6651	"ООО ""Открытый голос"" ИНН 64707996502"	"ООО ""Открытый голос"" ИНН 64707996502 ЮРЛИЦО №1"
CL_6661	"ООО ""Слово"" ИНН 54024691963"	"ООО ""Слово"" ИНН 54024691963 ЮРЛИЦО №1"
CL_6671	"ПАО ""Кристальный мир"" ИНН 91150580900"	"ПАО ""Кристальный мир"" ИНН 91150580900 ЮРЛИЦО №1"
CL_6681	"ПАО ""Образцовое дыхание"" ИНН 49151782585"	"ПАО ""Образцовое дыхание"" ИНН 49151782585 ЮРЛИЦО №1"
CL_6691	"ООО ""Рост"" ИНН 39009662478"	"ООО ""Рост"" ИНН 39009662478 ЮРЛИЦО №1"
CL_6701	"ООО ""Высокая позиция"" ИНН 33769437195"	"ООО ""Высокая позиция"" ИНН 33769437195 ЮРЛИЦО №1"
CL_671	"ООО ""Изумительный чай"" ИНН 5060301040"	"ООО ""Изумительный чай"" ИНН 5060301040 ЮРЛИЦО №1"
CL_6711	"ООО ""Записное начало"" ИНН 16780858942"	"ООО ""Записное начало"" ИНН 16780858942 ЮРЛИЦО №1"
CL_6711	"ООО ""Записное начало"" ИНН 16780858942"	"ООО ""Записное начало"" ИНН 16780858942 ЮРЛИЦО №5"
CL_6721	"ООО ""Традиция"" ИНН 94391771850"	"ООО ""Традиция"" ИНН 94391771850 ЮРЛИЦО №1"
CL_6731	"ООО ""Стол"" ИНН 58447900316"	"ООО ""Стол"" ИНН 58447900316 ЮРЛИЦО №1"
CL_6731	"ООО ""Стол"" ИНН 58447900316"	"ООО ""Стол"" ИНН 58447900316 ЮРЛИЦО №2"
CL_6741	"ООО ""Небывалый участок"" ИНН 42416238456"	"ООО ""Небывалый участок"" ИНН 42416238456 ЮРЛИЦО №1"
CL_6751	"ООО ""Грандиозное сердце"" ИНН 32573907773"	"ООО ""Грандиозное сердце"" ИНН 32573907773 ЮРЛИЦО №1"
CL_6761	"ПАО ""Год"" ИНН 21316156397"	"ПАО ""Год"" ИНН 21316156397 ЮРЛИЦО №1"
CL_6771	"ООО ""Сильный воздух"" ИНН 85580867574"	"ООО ""Сильный воздух"" ИНН 85580867574 ЮРЛИЦО №1"
CL_6781	"ООО ""Удивительный век"" ИНН 63407439121"	"ООО ""Удивительный век"" ИНН 63407439121 ЮРЛИЦО №1"
CL_6791	"ООО ""Ошеломляющий образец"" ИНН 75627726978"	"ООО ""Ошеломляющий образец"" ИНН 75627726978 ЮРЛИЦО №1"
CL_6801	"АО ""Источник"" ИНН 95112835563"	"АО ""Источник"" ИНН 95112835563 ЮРЛИЦО №1"
CL_681	"АО ""Солидное строительство"" ИНН 2970210942"	"АО ""Солидное строительство"" ИНН 2970210942 ЮРЛИЦО №1"
CL_6811	"ООО ""Анализ"" ИНН 78787694926"	"ООО ""Анализ"" ИНН 78787694926 ЮРЛИЦО №1"
CL_6821	"ООО ""Участие"" ИНН 19021571500"	"ООО ""Участие"" ИНН 19021571500 ЮРЛИЦО №1"
CL_6831	"ООО ""Наивысшая неделя"" ИНН 83200510810"	"ООО ""Наивысшая неделя"" ИНН 83200510810 ЮРЛИЦО №1"
CL_6841	"ООО ""Колесо"" ИНН 42199455478"	"ООО ""Колесо"" ИНН 42199455478 ЮРЛИЦО №1"
CL_6851	"ООО ""Серьезное решение"" ИНН 4651580130"	"ООО ""Серьезное решение"" ИНН 4651580130 ЮРЛИЦО №1"
CL_6861	"ООО ""Безукоризненная школа"" ИНН 90367432829"	"ООО ""Безукоризненная школа"" ИНН 90367432829 ЮРЛИЦО №1"
CL_6871	"ООО ""Участие"" ИНН 44526216972"	"ООО ""Участие"" ИНН 44526216972 ЮРЛИЦО №1"
CL_6881	"ООО ""Стопроцентная скорость"" ИНН 513302819"	"ООО ""Стопроцентная скорость"" ИНН 513302819 ЮРЛИЦО №1"
CL_6891	"ООО ""Безбрежный образ"" ИНН 2569621344"	"ООО ""Безбрежный образ"" ИНН 2569621344 ЮРЛИЦО №1"
CL_6891	"ООО ""Безбрежный образ"" ИНН 2569621344"	"ООО ""Безбрежный образ"" ИНН 2569621344 ЮРЛИЦО №2"
CL_6901	"ООО ""Кухня"" ИНН 82627860210"	"ООО ""Кухня"" ИНН 82627860210 ЮРЛИЦО №1"
CL_6901	"ООО ""Кухня"" ИНН 82627860210"	"ООО ""Кухня"" ИНН 82627860210 ЮРЛИЦО №4"
CL_691	"ООО ""Этап"" ИНН 78258442914"	"ООО ""Этап"" ИНН 78258442914 ЮРЛИЦО №1"
CL_6911	"ООО ""Полет"" ИНН 74391445252"	"ООО ""Полет"" ИНН 74391445252 ЮРЛИЦО №1"
CL_6911	"ООО ""Полет"" ИНН 74391445252"	"ООО ""Полет"" ИНН 74391445252 ЮРЛИЦО №3"
CL_6921	"ООО ""Объект"" ИНН 7556249449"	"ООО ""Объект"" ИНН 7556249449 ЮРЛИЦО №1"
CL_6921	"ООО ""Объект"" ИНН 7556249449"	"ООО ""Объект"" ИНН 7556249449 ЮРЛИЦО №3"
CL_6931	"АО ""Сердце"" ИНН 57966036778"	"АО ""Сердце"" ИНН 57966036778 ЮРЛИЦО №1"
CL_6941	"ООО ""Глубокая бумага"" ИНН 25225052322"	"ООО ""Глубокая бумага"" ИНН 25225052322 ЮРЛИЦО №1"
CL_6941	"ООО ""Глубокая бумага"" ИНН 25225052322"	"ООО ""Глубокая бумага"" ИНН 25225052322 ЮРЛИЦО №2"
CL_6951	"ООО ""Открытая таблица"" ИНН 95939857456"	"ООО ""Открытая таблица"" ИНН 95939857456 ЮРЛИЦО №1"
CL_6961	"ООО ""Поворот"" ИНН 39335428879"	"ООО ""Поворот"" ИНН 39335428879 ЮРЛИЦО №1"
CL_6971	"ООО ""Неистощимый след"" ИНН 27160251580"	"ООО ""Неистощимый след"" ИНН 27160251580 ЮРЛИЦО №1"
CL_6981	"АО ""Операция"" ИНН 98752317365"	"АО ""Операция"" ИНН 98752317365 ЮРЛИЦО №1"
CL_6991	"ООО ""Колоссальный курс"" ИНН 20218362481"	"ООО ""Колоссальный курс"" ИНН 20218362481 ЮРЛИЦО №1"
CL_7001	"АО ""Записной ветер"" ИНН 31058237943"	"АО ""Записной ветер"" ИНН 31058237943 ЮРЛИЦО №1"
CL_701	"ООО ""Метод"" ИНН 5583618673"	"ООО ""Метод"" ИНН 5583618673 ЮРЛИЦО №1"
CL_7011	"ООО ""Изумительная цена"" ИНН 1894266196"	"ООО ""Изумительная цена"" ИНН 1894266196 ЮРЛИЦО №1"
CL_7011	"ООО ""Изумительная цена"" ИНН 1894266196"	"ООО ""Изумительная цена"" ИНН 1894266196 ЮРЛИЦО №4"
CL_7021	"ООО ""Олимпийский отдел"" ИНН 18458599742"	"ООО ""Олимпийский отдел"" ИНН 18458599742 ЮРЛИЦО №1"
CL_7021	"ООО ""Олимпийский отдел"" ИНН 18458599742"	"ООО ""Олимпийский отдел"" ИНН 18458599742 ЮРЛИЦО №5"
CL_7031	"АО ""Крепкая голова"" ИНН 95813569058"	"АО ""Крепкая голова"" ИНН 95813569058 ЮРЛИЦО №1"
CL_7041	"ООО ""Величина"" ИНН 49219651213"	"ООО ""Величина"" ИНН 49219651213 ЮРЛИЦО №1"
CL_7051	"ПАО ""Игра"" ИНН 37169431357"	"ПАО ""Игра"" ИНН 37169431357 ЮРЛИЦО №1"
CL_7061	"ООО ""Событие"" ИНН 37260477285"	"ООО ""Событие"" ИНН 37260477285 ЮРЛИЦО №1"
CL_7071	"ООО ""Глава"" ИНН 24935665786"	"ООО ""Глава"" ИНН 24935665786 ЮРЛИЦО №1"
CL_7081	"ООО ""Колесо"" ИНН 24621584118"	"ООО ""Колесо"" ИНН 24621584118 ЮРЛИЦО №1"
CL_7091	"ООО ""Живая сеть"" ИНН 73487241228"	"ООО ""Живая сеть"" ИНН 73487241228 ЮРЛИЦО №1"
CL_7091	"ООО ""Живая сеть"" ИНН 73487241228"	"ООО ""Живая сеть"" ИНН 73487241228 ЮРЛИЦО №3"
CL_71	"АО ""Всесильная форма"" ИНН 87948880299"	"АО ""Всесильная форма"" ИНН 87948880299 ЮРЛИЦО №1"
CL_7101	"ООО ""Неповторимый выбор"" ИНН 60179774022"	"ООО ""Неповторимый выбор"" ИНН 60179774022 ЮРЛИЦО №1"
CL_711	"ООО ""Проблема"" ИНН 26092004399"	"ООО ""Проблема"" ИНН 26092004399 ЮРЛИЦО №1"
CL_711	"ООО ""Проблема"" ИНН 26092004399"	"ООО ""Проблема"" ИНН 26092004399 ЮРЛИЦО №2"
CL_7111	"ООО ""Труд"" ИНН 67555272765"	"ООО ""Труд"" ИНН 67555272765 ЮРЛИЦО №1"
CL_7121	"ООО ""Решительная страна"" ИНН 63277643082"	"ООО ""Решительная страна"" ИНН 63277643082 ЮРЛИЦО №1"
CL_7131	"ООО ""Территория"" ИНН 25043828296"	"ООО ""Территория"" ИНН 25043828296 ЮРЛИЦО №1"
CL_7141	"ООО ""Счет"" ИНН 83689735744"	"ООО ""Счет"" ИНН 83689735744 ЮРЛИЦО №1"
CL_7151	"ООО ""Неистощимая картина"" ИНН 28565872233"	"ООО ""Неистощимая картина"" ИНН 28565872233 ЮРЛИЦО №1"
CL_7161	"ООО ""Наивысший век"" ИНН 44863526043"	"ООО ""Наивысший век"" ИНН 44863526043 ЮРЛИЦО №1"
CL_7161	"ООО ""Наивысший век"" ИНН 44863526043"	"ООО ""Наивысший век"" ИНН 44863526043 ЮРЛИЦО №5"
CL_7171	"АО ""Работник"" ИНН 62715591980"	"АО ""Работник"" ИНН 62715591980 ЮРЛИЦО №1"
CL_7181	"ПАО ""Земля"" ИНН 67083411381"	"ПАО ""Земля"" ИНН 67083411381 ЮРЛИЦО №1"
CL_7191	"ООО ""Чистый телефон"" ИНН 20947551341"	"ООО ""Чистый телефон"" ИНН 20947551341 ЮРЛИЦО №1"
CL_7201	"ООО ""Массовый завод"" ИНН 77834278619"	"ООО ""Массовый завод"" ИНН 77834278619 ЮРЛИЦО №1"
CL_721	"ООО ""Густое строительство"" ИНН 32903323732"	"ООО ""Густое строительство"" ИНН 32903323732 ЮРЛИЦО №1"
CL_7211	"ООО ""Триумфальный командир"" ИНН 81715625109"	"ООО ""Триумфальный командир"" ИНН 81715625109 ЮРЛИЦО №1"
CL_7211	"ООО ""Триумфальный командир"" ИНН 81715625109"	"ООО ""Триумфальный командир"" ИНН 81715625109 ЮРЛИЦО №3"
CL_7221	"ПАО ""Реакция"" ИНН 78724709373"	"ПАО ""Реакция"" ИНН 78724709373 ЮРЛИЦО №1"
